system_id,institution_id,institution_size,student_population,system_type,system_age,lines_of_code,cyclomatic_complexity,function_points,external_dependencies,api_connections,database_links,response_time_ms,throughput_rps,resource_utilization,data_volume_gb,peak_load_users,annual_maintenance_cost,critical_level,compliance_requirements,documentation
SYS_0129,INST_43,Small,1148,Student Information,7,428281,83,155,32,18,18,930,147,0.89,7127,5772,69904,High,FERPA,"
System ID: SYS_0129
Type: Student Information System (SIS)
Institution: INST_43
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 7 years
- Code Base: 428281 lines of code
- Complexity Score: 83
Performance Metrics:
- Average Response Time: 930ms
- Peak Load: 5772 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Data synchronization delays"
SYS_0130,INST_17,Medium,13006,Finance,11,793523,75,903,27,19,13,741,116,0.43,832,8235,56175,Low,Both,
SYS_0131,INST_48,Medium,13319,Research Management,15,246757,85,689,48,23,7,486,318,0.44,1823,3694,61716,Medium,FERPA,
SYS_0132,INST_20,Medium,8319,Finance,8,583893,73,949,20,30,3,342,176,0.7,611,8522,69618,Medium,GDPR,
SYS_0133,INST_8,Small,2662,Student Information,7,590914,38,306,41,25,3,397,109,0.41,5954,4728,18895,High,None,"
System ID: SYS_0133
Type: Student Information System (SIS)
Institution: INST_8
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 7 years
- Code Base: 590914 lines of code
- Complexity Score: 38
Performance Metrics:
- Average Response Time: 397ms
- Peak Load: 4728 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- High response time during peak periods"
SYS_0134,INST_27,Medium,13027,Finance,14,62992,50,561,7,21,12,200,488,0.78,1961,7521,85543,Low,FERPA,
SYS_0135,INST_2,Small,1803,Finance,10,792103,46,539,28,4,8,255,305,0.52,845,6916,93178,Low,GDPR,
SYS_0136,INST_25,Small,3724,Learning Management,14,142007,80,253,27,3,15,704,336,0.4,604,6264,10322,High,Both,"
System ID: SYS_0136
Type: Learning Management System (LMS)
Institution: INST_25
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 14 years
- Code Base: 142007 lines of code
- Complexity Score: 80
Performance Metrics:
- Average Response Time: 704ms
- Peak Load: 6264 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Limited scalability"
SYS_0137,INST_48,Medium,7052,Learning Management,14,125144,67,629,27,3,9,773,431,0.66,3223,1653,85518,Medium,GDPR,"
System ID: SYS_0137
Type: Learning Management System (LMS)
Institution: INST_48
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 14 years
- Code Base: 125144 lines of code
- Complexity Score: 67
Performance Metrics:
- Average Response Time: 773ms
- Peak Load: 1653 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Limited scalability"
SYS_0138,INST_30,Small,4392,Finance,15,322280,73,525,41,24,10,260,77,0.63,1085,8917,64646,Medium,None,
SYS_0139,INST_28,Medium,6992,Finance,6,717774,55,610,35,29,12,962,429,0.78,574,7554,55606,Medium,GDPR,
SYS_0140,INST_37,Small,2101,Finance,6,542876,60,764,40,3,14,926,140,0.78,870,5507,89192,Low,None,
SYS_0141,INST_9,Medium,11676,Learning Management,9,418565,42,516,42,10,13,778,271,0.49,581,1373,72448,Low,None,"
System ID: SYS_0141
Type: Learning Management System (LMS)
Institution: INST_9
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 9 years
- Code Base: 418565 lines of code
- Complexity Score: 42
Performance Metrics:
- Average Response Time: 778ms
- Peak Load: 1373 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Memory leaks under heavy load"
SYS_0142,INST_39,Large,47755,Finance,5,986041,81,865,18,9,16,583,227,0.4,1450,3700,94418,Medium,None,
SYS_0143,INST_19,Large,25040,HR,13,520148,60,271,25,9,18,783,113,0.81,389,5809,67079,High,GDPR,
SYS_0144,INST_25,Medium,9761,Finance,5,938705,58,137,41,24,8,623,361,0.72,607,3442,62532,High,Both,
SYS_0145,INST_5,Small,4750,Finance,3,625008,71,776,6,8,7,363,448,0.54,590,3620,52017,Low,Both,
SYS_0146,INST_12,Small,1252,Student Information,10,318518,31,992,40,11,17,562,105,0.4,4221,3269,56212,Medium,GDPR,"
System ID: SYS_0146
Type: Student Information System (SIS)
Institution: INST_12
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 10 years
- Code Base: 318518 lines of code
- Complexity Score: 31
Performance Metrics:
- Average Response Time: 562ms
- Peak Load: 3269 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- High response time during peak periods"
SYS_0147,INST_12,Medium,11395,Research Management,5,740934,51,903,33,14,2,752,388,0.7,2487,5128,94961,Medium,None,
SYS_0148,INST_34,Medium,8889,Finance,14,314087,55,786,40,13,16,339,178,0.43,1307,6682,62738,Medium,Both,
SYS_0149,INST_12,Medium,9830,Research Management,6,455075,38,237,49,15,17,323,138,0.52,2173,6310,94692,Low,GDPR,
SYS_0150,INST_33,Large,40246,HR,3,373886,37,560,36,30,13,525,406,0.47,566,9807,60702,Medium,FERPA,
SYS_0151,INST_3,Small,2487,Learning Management,10,914346,80,430,17,22,4,199,163,0.74,620,5914,36956,Medium,FERPA,"
System ID: SYS_0151
Type: Learning Management System (LMS)
Institution: INST_3
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 10 years
- Code Base: 914346 lines of code
- Complexity Score: 80
Performance Metrics:
- Average Response Time: 199ms
- Peak Load: 5914 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Data synchronization delays"
SYS_0152,INST_28,Medium,14279,Finance,6,582310,45,230,8,15,8,236,199,0.33,1984,1713,97983,Medium,GDPR,
SYS_0153,INST_48,Medium,5722,Student Information,12,771084,90,164,14,20,3,817,484,0.82,8694,6642,37239,Low,GDPR,"
System ID: SYS_0153
Type: Student Information System (SIS)
Institution: INST_48
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 12 years
- Code Base: 771084 lines of code
- Complexity Score: 90
Performance Metrics:
- Average Response Time: 817ms
- Peak Load: 6642 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Data synchronization delays"
SYS_0154,INST_49,Medium,10860,Finance,5,471408,65,898,48,4,11,709,123,0.34,1264,2294,84655,Low,None,
SYS_0155,INST_10,Small,3930,Student Information,9,228523,95,676,14,11,5,498,381,0.79,6173,3183,73664,Low,FERPA,"
System ID: SYS_0155
Type: Student Information System (SIS)
Institution: INST_10
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 9 years
- Code Base: 228523 lines of code
- Complexity Score: 95
Performance Metrics:
- Average Response Time: 498ms
- Peak Load: 3183 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Integration bottlenecks"
SYS_0156,INST_45,Medium,5022,Learning Management,5,320545,64,685,37,12,19,786,241,0.68,834,6130,24055,High,FERPA,"
System ID: SYS_0156
Type: Learning Management System (LMS)
Institution: INST_45
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 5 years
- Code Base: 320545 lines of code
- Complexity Score: 64
Performance Metrics:
- Average Response Time: 786ms
- Peak Load: 6130 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Integration bottlenecks"
SYS_0157,INST_6,Medium,12294,Learning Management,5,436156,26,956,41,15,19,845,123,0.57,4742,3360,55907,High,GDPR,"
System ID: SYS_0157
Type: Learning Management System (LMS)
Institution: INST_6
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 5 years
- Code Base: 436156 lines of code
- Complexity Score: 26
Performance Metrics:
- Average Response Time: 845ms
- Peak Load: 3360 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Memory leaks under heavy load"
SYS_0158,INST_42,Large,19251,Learning Management,13,89030,53,461,39,22,12,899,65,0.56,1285,9537,35886,Low,Both,"
System ID: SYS_0158
Type: Learning Management System (LMS)
Institution: INST_42
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 13 years
- Code Base: 89030 lines of code
- Complexity Score: 53
Performance Metrics:
- Average Response Time: 899ms
- Peak Load: 9537 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Integration bottlenecks"
SYS_0159,INST_16,Small,1222,Student Information,7,545459,88,445,6,19,17,112,409,0.75,3444,6239,66618,Low,FERPA,"
System ID: SYS_0159
Type: Student Information System (SIS)
Institution: INST_16
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 7 years
- Code Base: 545459 lines of code
- Complexity Score: 88
Performance Metrics:
- Average Response Time: 112ms
- Peak Load: 6239 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Data synchronization delays"
SYS_0160,INST_27,Medium,6248,Student Information,11,194558,45,958,31,17,14,679,273,0.54,8563,7625,78779,High,FERPA,"
System ID: SYS_0160
Type: Student Information System (SIS)
Institution: INST_27
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 11 years
- Code Base: 194558 lines of code
- Complexity Score: 45
Performance Metrics:
- Average Response Time: 679ms
- Peak Load: 7625 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Data synchronization delays"
SYS_0161,INST_15,Medium,9164,Finance,10,779257,75,189,9,24,11,571,222,0.77,664,2303,99975,Medium,GDPR,
SYS_0162,INST_2,Small,3995,HR,12,928208,26,381,16,15,9,638,105,0.48,225,5942,16069,Medium,None,
SYS_0163,INST_11,Small,3877,Learning Management,13,245645,51,226,44,23,15,533,305,0.36,3976,3891,38473,Low,GDPR,"
System ID: SYS_0163
Type: Learning Management System (LMS)
Institution: INST_11
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 13 years
- Code Base: 245645 lines of code
- Complexity Score: 51
Performance Metrics:
- Average Response Time: 533ms
- Peak Load: 3891 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Data synchronization delays"
SYS_0164,INST_5,Large,28944,HR,11,115538,41,168,28,12,20,674,420,0.75,667,7304,93551,Medium,GDPR,
SYS_0165,INST_38,Large,48016,Finance,13,589620,55,542,47,30,3,504,133,0.42,921,4586,76182,Medium,Both,
SYS_0166,INST_13,Large,48951,Learning Management,7,237040,61,362,44,17,7,133,95,0.7,4154,6809,51895,High,Both,"
System ID: SYS_0166
Type: Learning Management System (LMS)
Institution: INST_13
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 7 years
- Code Base: 237040 lines of code
- Complexity Score: 61
Performance Metrics:
- Average Response Time: 133ms
- Peak Load: 6809 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Data synchronization delays"
SYS_0167,INST_14,Large,49268,HR,9,751958,37,204,10,8,9,901,297,0.59,325,1850,14685,Medium,None,
SYS_0168,INST_47,Large,45177,Finance,6,798396,82,656,35,22,14,958,62,0.78,977,5953,39317,Medium,FERPA,
SYS_0169,INST_14,Medium,8600,Student Information,6,211252,74,115,11,7,17,110,261,0.85,4832,4892,40583,High,FERPA,"
System ID: SYS_0169
Type: Student Information System (SIS)
Institution: INST_14
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 6 years
- Code Base: 211252 lines of code
- Complexity Score: 74
Performance Metrics:
- Average Response Time: 110ms
- Peak Load: 4892 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Memory leaks under heavy load"
SYS_0170,INST_4,Small,4694,Finance,8,516319,71,102,27,6,2,708,51,0.38,288,9763,81513,Medium,GDPR,
SYS_0171,INST_18,Medium,11483,Student Information,11,957697,81,907,22,6,16,257,211,0.87,8007,1282,98171,Medium,Both,"
System ID: SYS_0171
Type: Student Information System (SIS)
Institution: INST_18
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 11 years
- Code Base: 957697 lines of code
- Complexity Score: 81
Performance Metrics:
- Average Response Time: 257ms
- Peak Load: 1282 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Memory leaks under heavy load"
SYS_0172,INST_17,Large,37904,Learning Management,8,901769,49,306,40,4,6,382,391,0.81,852,4796,96332,Low,None,"
System ID: SYS_0172
Type: Learning Management System (LMS)
Institution: INST_17
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 8 years
- Code Base: 901769 lines of code
- Complexity Score: 49
Performance Metrics:
- Average Response Time: 382ms
- Peak Load: 4796 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Memory leaks under heavy load"
SYS_0173,INST_11,Medium,10157,Student Information,14,813411,52,188,38,11,8,237,89,0.32,1990,8778,71302,Medium,Both,"
System ID: SYS_0173
Type: Student Information System (SIS)
Institution: INST_11
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 14 years
- Code Base: 813411 lines of code
- Complexity Score: 52
Performance Metrics:
- Average Response Time: 237ms
- Peak Load: 8778 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Integration bottlenecks"
SYS_0174,INST_34,Large,24430,Student Information,4,752534,55,213,37,28,2,977,110,0.59,9073,5376,32291,Low,Both,"
System ID: SYS_0174
Type: Student Information System (SIS)
Institution: INST_34
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 4 years
- Code Base: 752534 lines of code
- Complexity Score: 55
Performance Metrics:
- Average Response Time: 977ms
- Peak Load: 5376 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Memory leaks under heavy load"
SYS_0175,INST_17,Large,16307,Student Information,9,270931,89,981,42,16,12,945,215,0.75,2942,4243,30175,Medium,Both,"
System ID: SYS_0175
Type: Student Information System (SIS)
Institution: INST_17
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 9 years
- Code Base: 270931 lines of code
- Complexity Score: 89
Performance Metrics:
- Average Response Time: 945ms
- Peak Load: 4243 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Limited scalability"
SYS_0176,INST_28,Medium,5184,HR,14,782779,44,644,29,11,19,350,189,0.46,390,8157,48176,Medium,GDPR,
SYS_0177,INST_49,Small,4200,Learning Management,12,911864,63,145,20,10,9,769,469,0.64,3250,3737,75087,Medium,GDPR,"
System ID: SYS_0177
Type: Learning Management System (LMS)
Institution: INST_49
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 12 years
- Code Base: 911864 lines of code
- Complexity Score: 63
Performance Metrics:
- Average Response Time: 769ms
- Peak Load: 3737 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- High response time during peak periods"
SYS_0178,INST_39,Small,4669,Student Information,7,668932,92,691,7,19,10,792,280,0.8,7491,4797,95695,High,None,"
System ID: SYS_0178
Type: Student Information System (SIS)
Institution: INST_39
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 7 years
- Code Base: 668932 lines of code
- Complexity Score: 92
Performance Metrics:
- Average Response Time: 792ms
- Peak Load: 4797 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Data synchronization delays"
SYS_0179,INST_49,Small,3579,Research Management,11,896842,74,743,25,8,9,626,229,0.79,321,8622,58371,Low,Both,
SYS_0180,INST_35,Large,49876,Learning Management,15,656228,66,912,33,24,7,117,262,0.37,3538,3634,13550,Medium,Both,"
System ID: SYS_0180
Type: Learning Management System (LMS)
Institution: INST_35
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 15 years
- Code Base: 656228 lines of code
- Complexity Score: 66
Performance Metrics:
- Average Response Time: 117ms
- Peak Load: 3634 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Integration bottlenecks"
SYS_0181,INST_48,Large,32917,Finance,15,836831,66,184,28,12,4,691,96,0.44,1561,6915,80405,Medium,None,
SYS_0182,INST_20,Large,48897,Student Information,12,286644,65,174,8,8,2,726,163,0.82,1261,1607,45264,High,FERPA,"
System ID: SYS_0182
Type: Student Information System (SIS)
Institution: INST_20
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 12 years
- Code Base: 286644 lines of code
- Complexity Score: 65
Performance Metrics:
- Average Response Time: 726ms
- Peak Load: 1607 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Limited scalability"
SYS_0183,INST_31,Small,2683,Finance,4,457357,47,561,12,9,18,995,470,0.76,544,7757,86012,Medium,GDPR,
SYS_0184,INST_40,Medium,14537,HR,4,236657,39,996,45,4,19,552,115,0.48,327,9506,75289,High,FERPA,
SYS_0185,INST_27,Large,17440,HR,3,536493,40,515,13,13,6,639,55,0.39,333,6054,90177,Medium,None,
SYS_0186,INST_41,Small,3964,Learning Management,12,750538,72,413,6,7,10,695,221,0.68,4731,2568,65613,Medium,Both,"
System ID: SYS_0186
Type: Learning Management System (LMS)
Institution: INST_41
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 12 years
- Code Base: 750538 lines of code
- Complexity Score: 72
Performance Metrics:
- Average Response Time: 695ms
- Peak Load: 2568 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- High response time during peak periods"
SYS_0187,INST_41,Medium,5716,HR,7,837137,32,676,26,29,13,839,452,0.42,429,1044,31861,Low,GDPR,
SYS_0188,INST_21,Small,3983,Student Information,11,752259,92,649,42,28,10,255,147,0.9,6352,7916,48646,Low,Both,"
System ID: SYS_0188
Type: Student Information System (SIS)
Institution: INST_21
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 11 years
- Code Base: 752259 lines of code
- Complexity Score: 92
Performance Metrics:
- Average Response Time: 255ms
- Peak Load: 7916 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Memory leaks under heavy load"
SYS_0189,INST_10,Medium,12949,Research Management,11,864045,64,450,13,22,2,984,201,0.59,1277,3968,25091,High,GDPR,
SYS_0190,INST_30,Small,4297,Learning Management,11,960893,69,899,12,24,4,902,405,0.43,1496,4677,56827,Low,Both,"
System ID: SYS_0190
Type: Learning Management System (LMS)
Institution: INST_30
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 11 years
- Code Base: 960893 lines of code
- Complexity Score: 69
Performance Metrics:
- Average Response Time: 902ms
- Peak Load: 4677 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Data synchronization delays"
SYS_0191,INST_10,Medium,10258,Student Information,10,474930,32,705,38,15,6,277,156,0.61,6221,5045,65206,High,None,"
System ID: SYS_0191
Type: Student Information System (SIS)
Institution: INST_10
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 10 years
- Code Base: 474930 lines of code
- Complexity Score: 32
Performance Metrics:
- Average Response Time: 277ms
- Peak Load: 5045 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- High response time during peak periods"
SYS_0192,INST_12,Small,4684,Finance,14,118313,62,488,15,21,9,752,239,0.68,625,3357,54036,High,FERPA,
SYS_0193,INST_14,Medium,8110,HR,10,502018,27,585,16,7,5,651,172,0.65,603,2222,44373,High,None,
SYS_0194,INST_17,Large,42095,Student Information,12,150117,69,523,24,27,6,705,101,0.39,8131,5922,97700,Low,Both,"
System ID: SYS_0194
Type: Student Information System (SIS)
Institution: INST_17
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 12 years
- Code Base: 150117 lines of code
- Complexity Score: 69
Performance Metrics:
- Average Response Time: 705ms
- Peak Load: 5922 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Memory leaks under heavy load"
SYS_0195,INST_41,Medium,10537,Learning Management,15,265887,75,767,44,12,5,342,386,0.63,1094,4989,44446,High,None,"
System ID: SYS_0195
Type: Learning Management System (LMS)
Institution: INST_41
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 15 years
- Code Base: 265887 lines of code
- Complexity Score: 75
Performance Metrics:
- Average Response Time: 342ms
- Peak Load: 4989 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Limited scalability"
SYS_0196,INST_32,Large,15742,Student Information,15,75756,61,476,42,8,11,730,133,0.7,8796,9509,90937,Medium,FERPA,"
System ID: SYS_0196
Type: Student Information System (SIS)
Institution: INST_32
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 15 years
- Code Base: 75756 lines of code
- Complexity Score: 61
Performance Metrics:
- Average Response Time: 730ms
- Peak Load: 9509 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Integration bottlenecks"
SYS_0197,INST_21,Medium,5373,Finance,5,817682,51,211,45,13,2,859,338,0.89,1131,6640,69875,Medium,None,
SYS_0198,INST_50,Small,3441,HR,6,390258,26,466,44,29,11,204,340,0.42,323,1356,90071,Low,None,
SYS_0199,INST_9,Medium,11719,Finance,6,723801,41,885,42,16,3,915,134,0.64,627,3844,20773,Medium,None,
SYS_0200,INST_11,Large,46186,Student Information,7,697209,49,709,40,21,12,937,309,0.56,6458,5802,90612,Medium,FERPA,"
System ID: SYS_0200
Type: Student Information System (SIS)
Institution: INST_11
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 7 years
- Code Base: 697209 lines of code
- Complexity Score: 49
Performance Metrics:
- Average Response Time: 937ms
- Peak Load: 5802 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Memory leaks under heavy load"
SYS_0201,INST_13,Large,34533,Learning Management,14,274426,29,262,19,3,10,784,106,0.61,737,4649,17017,Low,FERPA,"
System ID: SYS_0201
Type: Learning Management System (LMS)
Institution: INST_13
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 14 years
- Code Base: 274426 lines of code
- Complexity Score: 29
Performance Metrics:
- Average Response Time: 784ms
- Peak Load: 4649 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Data synchronization delays"
SYS_0202,INST_30,Medium,6101,Finance,13,973267,74,669,30,26,10,519,488,0.9,1761,6326,18391,Medium,GDPR,
SYS_0203,INST_49,Large,19878,Learning Management,5,874805,21,365,21,13,16,890,413,0.34,2688,2786,70780,Medium,FERPA,"
System ID: SYS_0203
Type: Learning Management System (LMS)
Institution: INST_49
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 5 years
- Code Base: 874805 lines of code
- Complexity Score: 21
Performance Metrics:
- Average Response Time: 890ms
- Peak Load: 2786 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Limited scalability"
SYS_0204,INST_34,Large,46318,Finance,15,379857,77,650,43,3,19,417,174,0.34,1218,6785,85002,Medium,GDPR,
SYS_0205,INST_21,Small,3691,Student Information,6,431393,37,126,21,13,10,259,473,0.62,1235,8673,56601,Medium,None,"
System ID: SYS_0205
Type: Student Information System (SIS)
Institution: INST_21
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 6 years
- Code Base: 431393 lines of code
- Complexity Score: 37
Performance Metrics:
- Average Response Time: 259ms
- Peak Load: 8673 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Memory leaks under heavy load"
SYS_0206,INST_24,Medium,8796,Research Management,15,573607,38,361,42,11,20,288,347,0.61,1314,6289,88711,Medium,Both,
SYS_0207,INST_17,Small,2104,Learning Management,13,901499,69,728,12,22,17,208,343,0.89,2972,2681,23934,High,Both,"
System ID: SYS_0207
Type: Learning Management System (LMS)
Institution: INST_17
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 13 years
- Code Base: 901499 lines of code
- Complexity Score: 69
Performance Metrics:
- Average Response Time: 208ms
- Peak Load: 2681 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Integration bottlenecks"
SYS_0208,INST_35,Medium,8679,HR,3,567448,58,281,31,14,14,500,207,0.65,186,1678,77962,High,Both,
SYS_0209,INST_13,Large,38606,HR,11,153756,41,395,40,21,14,950,170,0.6,713,4489,11195,Medium,None,
SYS_0210,INST_20,Medium,10743,Student Information,3,532935,94,673,33,4,7,791,269,0.48,9029,1160,95381,High,Both,"
System ID: SYS_0210
Type: Student Information System (SIS)
Institution: INST_20
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 3 years
- Code Base: 532935 lines of code
- Complexity Score: 94
Performance Metrics:
- Average Response Time: 791ms
- Peak Load: 1160 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Data synchronization delays"
SYS_0211,INST_23,Small,4003,Student Information,13,100795,70,449,26,14,10,499,253,0.4,6430,3392,23649,Low,Both,"
System ID: SYS_0211
Type: Student Information System (SIS)
Institution: INST_23
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 13 years
- Code Base: 100795 lines of code
- Complexity Score: 70
Performance Metrics:
- Average Response Time: 499ms
- Peak Load: 3392 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Memory leaks under heavy load"
